
100,34,29,27,25,24,21,20,19,18,19,18,17,17,17,16,17,16,15,15,15,14,15,14,14,14,14,13,14,13,13,13,13,12,13,12,13,12,13,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,11,10,11,10,10,10,10,10,10,9,10,9,10,10,10,9,10,10,9,9,9,9,9,8,9,8,9,9,9,8,9,9,8,8,8,8,8,7,8,8,7,7,7,7,7,7,7,6,7,6,7,6,7,6,7,6,6,6,6,5,6,6,4,7,9,15
7,7,6,6,6,5,6,5,6,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,5,6,5,6,5,6,5,6,6,6,6,6,6
20,21,23,26,33,37,42,44,46,48,50,53,55,57,58,58,57,55,54,109,192,214,230,247,248,96,45,51,216,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,62,51,49,83,255,255,255,255,255,255,242,227,209,105,79,85,77,68,60,57,54,50,47,46,44,40,33,27,26,24,22,18,18,17
20,21,23,25,33,37,42,44,46,48,50,53,55,57,58,58,57,55,55,109,193,214,230,247,248,95,45,51,216,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,62,51,49,84,255,255,255,255,255,255,242,227,209,104,79,85,77,68,60,57,54,50,48,46,44,40,33,27,26,24,22,18,18,17
20,21,23,26,33,37,42,44,46,48,50,53,55,57,58,58,57,55,54,110,193,214,230,247,247,95,45,51,217,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,62,51,49,84,255,255,255,255,255,255,242,227,208,104,79,85,77,68,60,57,54,50,48,46,44,40,33,27,26,24,22,18,18,17
20,21,23,26,33,37,42,43,45,47,50,53,55,57,58,58,57,55,55,109,192,214,230,247,247,95,45,51,216,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,62,51,49,84,255,255,255,255,255,255,242,227,208,104,79,85,77,68,60,57,54,50,47,46,44,40,33,27,26,24,22,18,18,17
20,21,23,25,33,37,42,44,46,47,50,52,55,57,58,57,57,55,55,109,192,213,230,247,247,95,45,51,215,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,61,51,49,85,255,255,255,255,255,255,241,227,208,103,79,84,77,68,60,57,54,50,48,46,44,40,33,27,26,24,22,18,18,17
20,21,23,25,33,37,42,44,46,47,50,53,55,57,58,58,57,55,54,110,192,213,230,247,247,95,45,51,216,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,61,51,49,86,255,255,255,255,255,255,242,227,208,103,79,84,77,68,60,57,54,50,48,46,44,40,33,27,26,24,22,18,18,17
20,21,23,25,33,37,42,44,46,47,50,53,55,57,58,58,57,55,55,109,192,214,230,247,247,95,45,51,216,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,61,51,49,87,255,255,255,255,255,255,242,227,208,103,79,85,77,67,60,57,54,50,48,46,44,40,33,28,26,24,22,18,18,17
20,21,23,26,33,37,42,44,46,47,50,53,55,57,58,57,57,54,55,109,192,213,230,247,247,95,45,51,216,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,61,51,49,87,255,255,255,255,255,255,242,227,208,102,79,85,77,68,60,57,54,50,48,46,44,40,33,27,26,24,22,18,18,17
